imagen,pregunta,opcion_a,opcion_b,opcion_c,respuesta_correcta
https://revista.dgt.es/Galerias/test/201512/Test-233-PAMPLIADA.jpg,"10. Al elegir un casco para conducir una motocicleta, ¿qué debe tener en cuenta?",A.Que se pueda sujetar sin tener que llevarlo abrochado.,B.Que tenga buena ventilación para que no se empañe.,C.Que proteja convenientemente de los ruidos.,b
https://revista.dgt.es/Galerias/test/201512/Test-233-P11.jpg,"11. La luz rotativa que llevan los vehículos especiales, ¿les concede prioridad frente a los demás conductores?","A.No, sólo señaliza su situación.","B.Sí, en cualquier caso.","C.Sí, cuando circulan con ella encendida.",a
https://revista.dgt.es/Galerias/test/201512/Test-233-P12.jpg,"12. La carga que sobresale por delante de un vehículo, ¿cómo debe ir señalizada?","A.Con una luz blanca, de noche o en condiciones que disminuyan sensiblemente la visibilidad.","B.Con una luz blanca, tanto de día como de noche.","C.Con una luz blanca y un reflectante blanco, de noche o en condiciones que disminuyan sensiblemente la visibilidad.",a
https://revista.dgt.es/Galerias/test/201512/Test-233-P13.jpg,13. Una fila escolar va a cruzar la calzada. ¿Es obligatorio cederle el paso?,A.No.,B.Solo si cruza por un paso para peatones.,C.Sí.,c
https://revista.dgt.es/Galerias/test/201512/Test-233-P14.jpg,"14. Circulando con lluvia intensa, ¿es obligatorio utilizar la luz antiniebla trasera?",A.Sí.,"B.Sí, el trasero y el delantero.",C.No.,c
https://revista.dgt.es/Galerias/test/201512/Test-233-P15.jpg,15. Un conductor que acaba de obtener su primer permiso de conducción no podrá superar la tasa de alcohol de...,"A.0,15 miligramos de alcohol por litro de aire espirado.","B.0,30 miligramos de alcohol por litro de aire espirado.","C.0,25 miligramos de alcohol por litro de aire espirado.",a
https://revista.dgt.es/Galerias/test/201602/Test-234-P01.jpg,"1. Los dos primeros años con permiso, ¿cuál es la tasa máxima de alcohol?","A.0,10 mg/l en aire espirado = 0,2 g/l en sangre.","B.0,25 mg/l en aire espirado = 0,5 g/l en sangre.","C.0,15 mg/l en aire espirado = 0,3 g/l en sangre.",c
https://revista.dgt.es/Galerias/test/201602/Test-233-P02.jpg,"2. La línea de borde de la calzada, ¿se puede atravesar?","A.Sí, cuando sea necesario y las circunstancias lo permitan.","B.No, está prohibido.","C.Sí, cuando la línea es discontinua; no, cuando es continua.",a
https://revista.dgt.es/Galerias/test/201602/Test-234-P03-extendida.jpg,"3. Si conduce una motocicleta y la calzada está mojada, ¿es necesario incrementar la presión de inflado de los neumáticos por encima de la recomendada por el fabricante?","A.No, ya que una mayor presión de inflado no contribuye a aumentar la seguridad de circulación.","B.Sí, porque aumenta la adherencia de los neumáticos y mejorará la seguridad de circulación.","C.Sí, ya que aumenta la seguridad de circulación y así se evitan los derrapes.",a
https://revista.dgt.es/Galerias/test/201602/Test-234-P04.jpg,4. Al inmovilizar un vehículo en una autopista es obligatorio señalizar la presencia del mismo...,"A.Con la luz de posición, siempre.","B.Con la luz de emergencia, si se dispone de ella y, en su caso, con la de posición.",C.Únicamente con la luz de emergencia.,b
https://revista.dgt.es/Galerias/test/201602/Test-234-P05.jpg,"5. En un tramo de vía con un carril de aceleración, ¿se considera adelantamiento que un vehículo avance más rápidamente que otro que lo hace por el carril normal?",A.No.,"B.Sí, como otro adelantamiento cualquiera.","C.Sí, porque se trata de una vía interurbana.",a
https://revista.dgt.es/Galerias/test/201602/Test-234-P06.jpg,"6. Durante el día, con niebla densa o lluvia intensa, ¿se puede circular con la luz de largo alcance encendida?","A.No, sólo puede encenderse la luz de corto alcance.","B.No, la luz de largo alcance sólo puede encenderse de noche.","C.Sí, pero es aconsejable encender la luz de cruce.",c
https://revista.dgt.es/Galerias/test/201602/Test-234-P07.jpg,"7. En los vehículos de anchura inferior a un metro, la carga no debe sobresalir por la parte posterior más de...","A.0,40 metros.","B.0,50 metros.","C.0,25 metros",c
https://revista.dgt.es/Galerias/test/201602/Test-234-P08.jpg,"8. Esta señal vertical, ¿qué significa?",A.Zona de estacionamiento limitado.,B.Estacionamiento prohibido en vado.,C.Estacionamiento prohibido.,a
https://revista.dgt.es/Galerias/test/201602/Test-234-P09.jpg,"9. El funcionamiento del airbag, ¿puede llegar a ser peligroso en un accidente?","A.Sí, si no se lleva puesto el cinturón de seguridad.","B.Sí, siempre.",C.No.,a
https://revista.dgt.es/Galerias/test/201602/Test-234-P10.jpg,"10. Al estacionar en una pendiente descendente, ¿qué precauciones debe adoptar?",A.Dejar colocada la primera marcha.,"B.Parar el motor, poner el freno de estacionamiento y dejar colocada la marcha atrás si la caja de cambios es manual.","C.Parar el motor y poner el freno de estacionamiento, únicamente.",b
https://revista.dgt.es/Galerias/test/201602/Test-234-P11.jpg,"11. Conducir con mal tiempo, ¿puede favorecer la fatiga?","A.Sí, por ello se debe descansar con mayor frecuencia.",B.No.,C.Sólo en los viajes largos.,a
https://revista.dgt.es/Galerias/test/201602/Test-234-P12.jpg,"12. La amortiguación, ¿contribuye a prevenir los accidentes?","A.No, en ningún caso.","B.No, sólo contribuye al confort.",C.Sí.,c
https://revista.dgt.es/Galerias/test/201602/Test-234-P13.jpg,13. A mayor velocidad aumenta...,A.La eficacia de los elementos de seguridad del vehículo.,B.La fatiga que puede aparecer durante la conducción.,C.La capacidad del conductor para anticiparse a las circunstancias del tráfico.,b
https://revista.dgt.es/Galerias/test/201602/Test-234-P14.jpg,"14. Fuera de poblado, los peatones deberán circular siempre por su derecha cuando...","A.La vía sea de sentido único, solamente.",B.Sean impedidos y se desplacen en una silla de ruedas.,C.La circulación sea nocturna.,b
https://revista.dgt.es/Galerias/test/201604/P-01-N235.jpg,"1. Los cinturones de seguridad, ¿son eficaces para prevenir lesiones?",A.Sí.,B.No.,"C.Sí, pero sólo cuando se conduce a poca velocidad.",a
https://revista.dgt.es/Galerias/test/201604/P-02-N235.jpg,"2. Si vende su vehículo, ¿debe comunicarlo a la Jefatura de Tráfico?",A.No. El nuevo titular es el que tiene que comunicar la compra.,"B.Sí, pero no hay plazo obligatorio para comunicar la venta.","C.Sí. Debo comunicar la venta en el plazo de 10 días, indicando los datos del nuevo titular.",c
https://revista.dgt.es/Galerias/test/201604/P-03-N235.jpg,"3. Los ocupantes del vehículo van a bajarse, ¿por qué lado deben hacerlo?","A.Por el lado más próximo al borde de la vía, como norma general.",B.Por el lado derecho siempre.,C.Por ambos lados.,a
https://revista.dgt.es/Galerias/test/201604/P-04-N235.jpg,"4. El agente balancea una luz roja o amarilla, ¿a qué obliga?",A.A disminuir la velocidad.,B.A pasar por el lado correspondiente al brazo con el que realiza la señal.,C.A detenerse a los usuarios de la vía hacia los que dirige la luz.,c
https://revista.dgt.es/Galerias/test/201604/P-05-N235.jpg,"5. Al aproximarnos a un autobús con esta señal en su parte posterior y que se encuentra parado recogiendo pasajeros, se deberá...",A.Reducir la velocidad y si fuera preciso detener el vehículo.,B.Avisar de nuestra presencia con ráfagas de luz.,"C.Siempre, parar detrás del vehículo hasta que reanude la marcha.",a
https://revista.dgt.es/Galerias/test/201604/P-06-N235.jpg,6. Un cambio de rasante es:,A.Un tramo de vía donde hay un cambio de dirección.,B.Un lugar en el que se encuentran dos tramos de vía de distinta inclinación.,C.Un tramo de vía donde no se ve el ancho total de la calzada.,b
https://revista.dgt.es/Galerias/test/201604/P-07-N235.jpg,7. Esta señal indica que empieza...,A.Una autovía.,B.Una autopista.,C.Una carretera con un paso elevado.,b
https://revista.dgt.es/Galerias/test/201604/P-08-N235.jpg,"8. A la vista de esta señal, ¿puede pasar conduciendo un ciclomotor?","A.Sí, porque no es un vehículo a motor.",B.No.,"C.Sí, porque la señal sólo prohíbe el paso a automóviles, y no a ciclomotores.",b
https://revista.dgt.es/Galerias/test/201604/P-09-N235.jpg,"9. En una intersección regulada por esta señal, ¿a quién debe ceder el paso?","A.A ningún vehículo, porque esta señal me indica que circulo por la vía con prioridad.",B.Sólo a los vehículos que tengan mayores dificultades de maniobra.,C.A los vehículos que se aproximen  por mi derecha.,c
https://revista.dgt.es/Galerias/test/201604/P-10-N235.jpg,"10. Si presencia un accidente con víctimas y no ha llegado ayuda, ¿debe detenerse para prestar auxilio?","A.No, puesto que puedo provocar otro accidente.",B.Sí.,"C.No, pero llamaré inmediatamente a los servicios policiales y de urgencia.",b
https://revista.dgt.es/Galerias/test/201604/P-11-N235.jpg,11. Circula con su turismo por una carretera en la que aparece esta señal de restricción con un panel de color amarillo que nos indica que no se permite circular a....,A.Camiones de M.M.A menor de 3.500 kg ni conjuntos de vehículos.,B.Cualquier vehículo de más de 3.500 kg.,C.Camiones de M.M.A mayor de 3.500 kg ni vehículos articulados.,c
https://revista.dgt.es/Galerias/test/201604/P-12-N235.jpg,12. Después de adelantar al turismo y al camión el turismo verde desea seguir adelantando a otros vehículos. ¿Debe regresar antes al carril derecho?,"A.Sí, siempre.","B.Sí, pero solamente cuando circulen vehículos detrás a más velocidad.","C.No, porque en autopistas no es obligatorio.",b
https://revista.dgt.es/Galerias/test/201604/P-13-N235.jpg,"13. Cuando la goma de un neumático se endurece por envejecimiento, ¿es peligroso?","A.Sí, porque el vehículo puede derrapar por falta de agarre.","B.No, porque la goma dura se agarra mejor a la calzada.","C.Sí, pero sólo cuando la calzada está mojada.",a
https://revista.dgt.es/Galerias/test/201604/P-14-N235.jpg,"14. En el arcén de esta vía, ¿puede inmovilizar su vehículo para ver el paisaje?","A.Sí, porque el arcén es ancho.","B.No, porque está prohibido.","C.Sí, porque no hay señales que lo prohíben.",B
https://revista.dgt.es/Galerias/test/201604/P-15-N235.jpg,"15. La marca vial amarilla continua, ¿qué indica?",A.Prohíbe estacionar solamente.,B.Prohíbe hacer parada y estacionar.,C.Prohíbe hacer parada solamente.,b
https://revista.dgt.es/Galerias/test/201606/Test-236-P01.jpg,1. Es de noche y necesita inmovilizar su vehículo en el arcén de una carretera por avería. ¿Qué luces debe encender?,A.Sólo las luces de posición.,B.Las luces de emergencia y las luces cortas.,C.Las de posición y las de emergencia.,c
https://revista.dgt.es/Galerias/test/201606/Test-236-P02-160x146.jpg,2. ¿Cuándo está bien colocado en el asiento para conducir?,A.Cuando llevo las piernas un poco dobladas y el cuerpo recto.,B.Cuando llevo las piernas rectas y el cuerpo hacia atrás.,C.Cuando llevo las piernas dobladas y el cuerpo hacia adelante.,a
https://revista.dgt.es/Galerias/test/201606/Test-236-P03-ESP-160x146.jpg,"3. Una furgoneta de uso privado dedicada al transporte de personas, con capacidad para nueve plazas, incluido el conductor, ¿cuándo debe pasar la primera ITV?",A.A los tres años de antigüedad.,B.A los cuatros años de antigüedad.,C.A los dos años de antigüedad.,b
https://revista.dgt.es/Galerias/test/201606/Test-236-P04-160x146.jpg,"4. El tiempo desde que ve un peligro hasta que actúa, ¿cómo se llama?",A.Tiempo de frenado.,B.Tiempo de reacción.,C.Tiempo de detención.,b
https://revista.dgt.es/Galerias/test/201606/Test-236-P05-160x146.jpg,"5. El factor de riesgo que influye en la mayor parte de los accidentes, ¿cuál es?",A.El factor vía y entorno.,B.El factor humano.,C.El factor vehículo.,b
https://revista.dgt.es/Galerias/test/201606/Test-236-P06-telef-160x146.jpg,"6. Llevar encendido el teléfono móvil en el vehículo, ¿puede resultar peligroso?","A.No, si no se va a utilizar.","B.Sí, el sonido del teléfono, al igual que otro ruido, puede sorprender al conductor.","C.No, porque no es un ruido que pueda distraer al conductor.",b
https://revista.dgt.es/Galerias/test/201606/Test-236-P07-160x146.jpg,7. Existe un mayor riesgo de somnolencia en vías con...,A.muchas curvas.,B.mucho tráfico.,C.trazado monótono.,c
https://revista.dgt.es/Galerias/test/201606/Test-236-P08-160x146.jpg,"8. Si un vehículo tiene el intermitente derecho encendido, pero su conductor señaliza con el brazo que va a girar a la izquierda, ¿qué señal prevalece?",A.Depende de la circulación.,B.La señal luminosa.,C.La realizada con el brazo.,c
https://revista.dgt.es/Galerias/test/201606/Test-236-P09-160x146.jpg,9. ¿Es aconsejable que los conductores de motocicletas lleven guantes?,A.No.,B.Sí.,C.Sólo en vía urbana.,b
https://revista.dgt.es/Galerias/test/201606/Test-236-P10-160x146.jpg,10. ¿Puede circular un turismo que expulsa por el tubo de escape más humo de lo permitido?,"A.Sí, mientras no sean gases nocivos.","B.Sí, pero únicamente fuera de poblado.",C.No.,c
https://revista.dgt.es/Galerias/test/201606/Test-236-P11-160x146.jpg,"11. En vías interurbanas, los ciclos y ciclomotores de dos ruedas, ¿dónde deben situarse para girar a la izquierda?",A.En el carril izquierdo.,"B.En el centro, sin invadir el sentido contrario.","C.A la derecha, fuera de la calzada si es posible, e iniciarlo desde ese lugar.",c
https://revista.dgt.es/Galerias/test/201606/Test-236-P12-160x146.jpg,"12. Mantener la distancia de seguridad adecuada, sobre todo en ciudad, ¿es una recomendación válida para evitar accidentes con las motocicletas?","A.Sí, porque se pueden evitar alcances.","B.No, porque la distancia de seguridad no influye en los accidentes de moto.","C.No, porque esta recomendación carece de sentido circulando.",a
https://revista.dgt.es/Galerias/test/201606/Test-236-P13-160x146.jpg,13. El conductor que consume cocaína...,A.puede volverse más competitivo y agresivo.,B.es más tranquilo y menos competitivo.,C.es más agresivo y menos competitivo.,a
https://revista.dgt.es/Galerias/test/201606/Test-236-P14-160x146.jpg,"14. Cuando llueve o hay viento, ¿por qué hay que tener más precaución con los ciclistas?",A.Porque tienen más probabilidad de caerse.,B.Porque pueden salpicar agua.,C.Porque suelen estorbar el tráfico.,a
https://revista.dgt.es/Galerias/test/201610/TEST-237-p01.jpg,1. ¿Es correcto el uso frecuente del freno de mano cuando se conduce?,"A.Sí, se debe utilizar en curvas cerradas.","B.Sí, siempre que el vehículo tenga ABS.","C.No, sólo se debe utilizar en los casos de inmovilización del vehículo.",c
